date,nav,cash,market_value,daily_return,n_positions,n_orders,n_fills,n_rejections,dividend_cash,gross_exposure,variant
2023-09-18,12355781895.150002,7637962895.1500025,4717818999.999999,-0.007584899755995522,17,10,9,1,0.0,0.3818308740017399,garch_hmm_brake
2023-09-19,12357179025.400002,6395784025.4000025,5961394999.999999,0.00011307501717472412,18,10,10,0,0.0,0.4824236168907514,garch_hmm_brake
2023-09-20,12420957483.250004,6645222483.250003,5775735000.000001,0.005161247378459688,17,10,10,0,0.0,0.46499917641524297,garch_hmm_brake
2023-09-21,12347441017.100002,6639217017.100003,5708223999.999999,-0.0059187438850136775,16,10,10,0,0.0,0.4623001634180447,garch_hmm_brake
2023-09-22,12094007710.250004,6450523710.250004,5643484000.0,-0.02052516845385355,17,10,10,0,0.0,0.46663472814036594,garch_hmm_brake
2023-09-25,11745610222.500004,4451447222.500004,7294163000.0,-0.02880744713389949,18,9,9,0,0.0,0.621011838620971,garch_hmm_brake
2023-09-26,11561540063.550003,3944745063.550004,7616794999.999999,-0.01567140024767677,19,10,10,0,0.0,0.6588045327986556,garch_hmm_brake
2023-09-27,11733635771.000004,2066871771.0000038,9666764000.0,0.014885188867923116,19,10,10,0,0.0,0.8238506962941246,garch_hmm_brake
2023-09-28,11743358019.500004,189843019.5000038,11553515000.0,0.0008285793670217423,17,10,10,0,0.0,0.9838340090470914,garch_hmm_brake
2023-09-29,11681140949.000004,114591949.00000381,11566549000.0,-0.005298064692968341,14,10,10,0,0.0,0.9901900037419021,garch_hmm_brake
2023-10-02,11693268917.250004,2011559917.2500038,9681709000.0,0.0010382520254614835,17,10,10,0,0.0,0.8279728336459846,garch_hmm_brake
2023-10-03,11354981586.000004,3815522586.000004,7539459000.0,-0.02893009077649411,18,10,10,0,0.0,0.6639780912807195,garch_hmm_brake
2023-10-04,11463980520.500004,5607997520.500004,5855983000.0,0.009599217195947585,19,10,10,0,0.0,0.5108158540158257,garch_hmm_brake
2023-10-05,11400885753.500004,7388301753.500004,4012584000.0,-0.005503739899694771,18,10,10,0,0.0,0.3519537066467104,garch_hmm_brake
2023-10-06,11447262340.250004,7517571340.250004,3929691000.0,0.004067805585698636,18,10,10,0,0.0,0.34328653290164546,garch_hmm_brake
2023-10-09,11500632850.750004,5726855850.750004,5773777000.0,0.00466229469664059,18,10,10,0,0.0,0.5020399377085991,garch_hmm_brake
2023-10-10,11423979661.350004,4526262661.350004,6897717000.0,-0.0066651279451113155,17,10,10,0,0.0,0.6037928291606287,garch_hmm_brake
2023-10-11,11563701251.850004,4535563251.850004,7028138000.0,0.012230553155894608,19,10,10,0,0.0,0.6077758190852269,garch_hmm_brake
2023-10-12,11549644486.100004,2955830486.100004,8593814000.0,-0.001215593990527175,18,10,10,0,0.0,0.7440760631500523,garch_hmm_brake
2023-10-13,11575319711.550003,2889334711.550004,8685985000.0,0.0022230316682820828,18,10,10,0,0.0,0.7503883448966867,garch_hmm_brake
